ID,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,ZIP
2c1261d5-639b-47d3-9ea5-1c8fb47a91e2,1955-06-12,2012-11-18,999-21-8806,S99962888,X71987580X,Ms.,Zenobia558,Gerhold939,,,S,white,italian,F,Clarence,421 Hermiston Camp Suite 28,Buchanan,New York,10511
5d967bf1-a98f-42eb-96cd-e206188a3c3c,1937-06-17,1987-08-06,999-54-3374,S99942227,X58555824X,Mrs.,Conchita9,Porras535,,Lira652,M,hispanic,puerto_rican,F,Montgomery,764 Kunde Crossroad Apt 32,Yonkers,New York,10583
13e9d6c6-21a2-40de-b87a-5a411be7be0a,1947-06-19,2014-04-03,999-96-5944,S99961835,X22150056X,Mr.,Denver542,Wiza601,,,S,hispanic,mexican,M,Mount Vernon,731 Schinner Pathway Suite 24,Plattsburgh,New York,12901
fa6e72c0-90b0-4923-9473-41ae2fcdae70,1952-03-11,,999-45-9043,S99964677,X51984599X,Mr.,Rey54,Becker968,,,M,hispanic,puerto_rican,M,Newburgh,1039 Feest Crossing,New York,New York,10001
0d7e57c8-604b-438d-a472-7e7cad4abed7,1954-05-22,,999-61-2489,S99991935,X17480450X,Mrs.,Golden321,Harris789,,Johnston597,M,white,english,F,Irondequoit,534 Cassin Station,Mina,New York,
7ec81378-aeb7-4859-b1f0-e9645b6c9c1e,1963-02-23,,999-79-8297,S99945739,X64119186X,Mrs.,Dodie685,Fisher429,,Pouros728,M,white,german,F,Lake Grove,318 Heathcote Promenade,New York,New York,10001
1cb5d26e-e4ce-4a68-8e39-594790f98590,1966-02-07,,999-24-2653,S99951405,X85878721X,Mr.,Odell776,Koss676,,,M,white,polish,M,Herkimer,256 Hilll Village Unit 4,Ilion,New York,13357
3ea2b947-865b-4920-b6d8-7e9d58c1b8eb,1988-12-17,,999-20-5340,S99926973,X88683782X,Mrs.,Angelena945,Franecki195,,Fadel536,M,white,english,F,Johnson City,508 Funk Passage Unit 19,Minerva,New York,
5cbc4d1d-df48-49b6-90d5-cd0396a361d4,1955-06-12,2017-12-17,999-91-1121,S99969659,X83636440X,Mrs.,Yuki258,Crist667,,Crona259,M,white,italian,F,Peekskill,442 Emard Parade,Buchanan,New York,10511
371f978c-22aa-4e33-bfac-162e50b6c376,2014-12-26,,999-22-3552,,,,Hildred696,Rutherford999,,,,white,polish,F,Colden,444 Fadel Port Apt 43,Granville,New York,12832
529f9a28-ec92-454e-9013-4ac8d7f091f1,1918-12-11,2001-10-19,999-74-9252,S99943760,X25393015X,Mr.,Lowell343,Shields502,,,M,white,french_canadian,M,Petersburgh,462 Leuschke Boulevard Apt 94,Syracuse,New York,13120
8d5205f8-6f9d-4938-ab60-4b7d5940fedc,1947-06-19,,999-41-6394,S99980866,X28675303X,Mr.,Marty115,Bauch723,,,M,hispanic,mexican,M,Yonkers,545 Yundt Hollow Apt 41,Plattsburgh,New York,12901
fbdc817c-a676-46a4-a648-6510f6e90028,1971-02-25,,999-25-2022,S99991448,X55043945X,Mrs.,Alejandra902,Tamayo777,,Quiñónez764,M,hispanic,puerto_rican,F,New Rochelle,911 Walter Bay Unit 64,New York,New York,10001
f2e2f036-602a-4086-afc2-3835f0256efa,1972-03-22,,999-15-5646,S99957219,X18803739X,Mr.,Gregg522,Koch169,,,M,white,italian,M,New Windsor,825 Runolfsson Brook,New York,New York,10001
19d25bc7-08e9-45ad-b345-aaf582369ca9,1986-04-25,,999-37-5976,S99913423,X67961361X,Mr.,Matthew562,Luettgen772,,,M,white,german,M,Somers,921 Wintheiser Center,Grand Island,New York,
6d60d3e9-ffb4-4668-bbf6-e1d6ada55817,1937-06-17,,999-25-9927,S99955205,X7861356X,Mrs.,María Elena653,Menchaca276,,Cervántez278,M,hispanic,puerto_rican,F,Irondequoit,867 Muller Tunnel,Yonkers,New York,10583
2218ad18-a1e3-4b3d-9943-5b340b95f2b4,1918-12-11,1937-09-19,999-49-8705,S99969831,,Mr.,Weldon459,Greenholt190,,,,white,french_canadian,M,Greece,410 Schimmel Common,Syracuse,New York,13120
617cb275-7732-4343-8f0a-e437bed2634c,2014-09-29,,999-84-4247,,,,Frances376,Kuhic920,,,,asian,chinese,M,Ulster,678 Jacobson Extension Apt 14,New York,New York,10001
3929fa14-2fb4-4043-a4a3-4a7ad6682e93,1949-08-02,2012-12-20,999-66-1659,S99941932,X21083330X,Mr.,Gino587,Oberbrunner298,,,M,white,irish,M,Southport,177 Pfeffer Well Apt 43,Spring Valley,New York,10952
659b5c6f-1e92-4b0a-9b01-a86a5b852fe9,1973-08-12,2010-03-28,999-11-7606,S99953827,X61336497X,Mr.,Cary869,Borer986,,,M,white,polish,M,Copake,281 Hilpert Plaza Unit 42,Middleport,New York,14105
d866739c-86c1-4b6b-8850-0af10c179b4b,1971-06-17,,999-86-4694,S99940367,X7583932X,Mrs.,Veronica155,Schulist381,,Rau926,M,white,greek,F,North Tonawanda,1086 Leannon Union,Greece,New York,14626
f0f96352-1bf2-4d3b-8294-bcb81d4a8b43,1955-06-12,2015-10-25,999-36-1177,S99989336,X5606624X,Mrs.,Hallie315,O'Connell601,,Barrows492,M,white,italian,F,Highland Falls,107 McCullough Wynd Apt 86,Buchanan,New York,10511
bae4e081-417d-48c5-9b18-43b6b7dbcf88,1986-10-16,,999-18-9995,S99920064,X19712832X,Mrs.,Jacinta658,Pollich983,,Runolfsson901,M,white,irish,F,Campbell,900 Heathcote Passage Apt 76,New York,New York,10001
18f7ba26-8d67-408c-b385-a9a4f25cfe2d,1954-01-21,,999-95-2210,S99959264,X71972437X,Mr.,Elton404,Heathcote539,,,M,white,german,M,Clifton Park,336 Daugherty Frontage road Apt 76,Schenectady,New York,12303
c00f71bb-fb3e-4313-99fb-8236c7fa5433,1994-12-13,,999-58-6013,S99937159,X30629492X,Ms.,Nia310,Koepp521,,,,black,african,F,Charlton,1035 Gerhold Mews,Niagara Falls,New York,14301
aa062d89-2ce1-402c-88f0-ce5498dda120,1944-06-28,,999-31-1051,S99995894,X67766853X,Mr.,Earl438,Schumm995,,,M,white,german,M,Syracuse,620 Sipes Extension,Walden,New York,12586
b31a3f7a-8e20-47ac-912b-59d517b117df,2015-10-17,,999-77-3062,,,,Wiley422,Legros616,,,,white,irish,M,Riverhead,980 Mosciski Route Unit 37,Mount Vernon,New York,10550
2023231e-f81d-4fc2-bc84-cd2188b465ff,1973-08-12,,999-16-9667,S99927291,X1560946X,Mr.,Agustin437,Quitzon246,,,M,white,polish,M,Yonkers,505 Boehm Course,Middleport,New York,14105
f68872a9-035b-46e9-b75a-fcf5365f9f5f,1949-08-02,2006-08-08,999-62-7956,S99922607,X50715158X,Mr.,Bob965,Lockman863,,,M,white,irish,M,Riverhead,123 McDermott Divide,Spring Valley,New York,10952
5b7bc67c-42ef-4671-9ab2-539ce253f1ff,1997-05-02,,999-73-8506,S99999585,X22642440X,Mr.,Foster87,Williamson769,,,,white,irish,M,Rome,247 Kozey Way Unit 46,Ithaca,New York,14850
957b433e-7c36-4a2e-ac00-2d2976bba4c2,1985-07-02,,999-57-3934,S99949989,X60524306X,Mrs.,Patsy569,Wisoky380,,Gerlach374,M,white,german,F,Mount Vernon,794 Pfannerstill Key Suite 28,Hamburg,New York,14075
3f90b70f-ff19-425c-8e05-3779fd98bba3,2012-01-01,,999-34-6892,,,,Coy949,Wolf938,,,,asian,chinese,M,Albany,610 Frami Byway,Freeport,New York,11510
0a7301db-11c2-4e1a-a399-8c4624c270be,1918-12-11,2011-10-12,999-86-5088,S99959230,X69138114X,Mr.,Clarence5,Howell947,,,M,white,french_canadian,M,Wesley Hills,259 Brakus Meadow Suite 33,Syracuse,New York,13120
1d370461-6f5c-4dfe-844e-4f997829aae0,1955-06-12,,999-70-3600,S99974425,X65748801X,Ms.,Letisha598,Anderson154,,,S,white,italian,F,Albany,829 Haag Key,Buchanan,New York,10511
ff54447c-b721-494f-8417-083e284f3702,1962-07-04,2002-06-28,999-62-6050,S99927159,X27156638X,Ms.,María Eugenia578,Maya972,,,S,hispanic,mexican,F,Harrisburg,1024 Lowe Junction,Kent,New York,
f756f9e4-570b-460a-9eca-27c8861fd016,1987-03-05,,999-62-2421,S99965808,X57407383X,Mr.,Salvador46,Gorczany269,,,M,black,west_indian,M,Valley Stream,980 Johns Pathway Apt 0,Irondequoit,New York,14609
c04a66da-84bf-4fea-8a13-f9a6074c1ea9,1949-08-02,,999-47-8727,S99963526,X8243098X,Mr.,Jared66,Bauch723,,,M,white,irish,M,Hurley,752 Mertz Meadow Apt 37,Spring Valley,New York,10952
7cd0262e-7042-4246-b2bf-bbf61654443e,2005-04-21,,999-48-6724,,,,Noemi984,Ondricka197,,,,white,irish,F,Gates,832 Medhurst Plaza,Yonkers,New York,10583
cf86a2b5-e0e0-4114-9c4e-dc22d93f3c3c,1948-07-10,,999-81-4138,S99921958,X21258062X,Mr.,Elton404,Borer986,,,S,white,irish,M,New York,942 Fisher Heights Unit 25,Buffalo,New York,14201
b89afae7-3272-4cac-90b1-71da356da511,1939-11-17,2015-12-04,999-17-7026,S99966098,X39204999X,Mr.,Orville751,Bauch723,,,M,hispanic,south_american,M,Buffalo,197 Zulauf Spur Apt 45,Eden,New York,14057
f7277656-be74-43e9-907b-f82278c09760,1919-11-29,1983-12-31,999-74-7729,S99911348,X63184694X,Mr.,Buddy254,Cummings51,,,M,white,german,M,Halfmoon,428 Beer Viaduct Unit 19,Buffalo,New York,14201
27a5e1cf-5ead-437a-ad63-eb217265ece1,1995-01-21,,999-21-7899,S99979745,X44126742X,Mr.,Ahmad985,Powlowski563,,,,white,irish,M,Buffalo,255 Larson Club Apt 90,Johnson City,New York,13790
750b034a-24a6-4b35-8033-d5b1bd002f11,1962-07-04,,999-60-9731,S99916968,X84586444X,Mrs.,Marilu588,Barraza113,,Miranda712,M,hispanic,mexican,F,Cold Spring,985 Hettinger Path,Kent,New York,
4bc0f718-b40f-47fd-aa14-93d3b2317f86,1957-09-05,,999-42-9074,S99997880,X4099130X,Mrs.,Roni48,Hoeger474,,Leannon79,M,white,english,F,Niagara Falls,312 Hudson Ramp Apt 50,New York,New York,10001
64984bcc-075c-4173-92bd-014458b3a081,1918-12-11,2007-05-02,999-89-5354,S99932518,X54659782X,Mr.,Hugh686,Romaguera67,,,M,white,french_canadian,M,Irondequoit,931 Abshire Trailer,Syracuse,New York,13120
ca94a021-3383-4e67-821d-723ed9d4dc3a,1963-07-16,,999-54-3853,S99992440,X41971562X,Mr.,Everett935,Walsh511,,,M,white,irish,M,Herkimer,181 Mosciski Overpass Unit 99,Portage,New York,
aa287469-a9a5-4e74-85de-a863a9416c02,2011-01-03,,999-82-9965,,,,Wesley533,Wyman904,,,,black,african,M,Buffalo,512 Mayert Estate,Greece,New York,14626
30bb7a9d-2eb8-4f7e-afaf-785082daf436,1988-12-16,,999-89-6827,S99984109,X67656820X,Mr.,Kirk871,Braun514,,,M,hispanic,mexican,M,Schuyler Falls,905 Goyette Tunnel,West Carthage,New York,13619
bd6087fc-c945-440d-a418-fad1c3f4f5b0,1959-02-22,,999-11-7557,S99961927,X88441388X,Mr.,Everette494,Collins926,,,M,white,german,M,Syracuse,565 Kling Path Apt 83,Yonkers,New York,10583
6141a556-ea5f-499d-b4b2-b4efd98190ee,1976-08-07,,999-62-2510,S99919228,X39018840X,Mr.,Walton167,Lowe577,,,S,white,italian,M,Groveland,1086 Lakin Course,Gouverneur,New York,13642
e72a3373-d376-4003-8864-88abf499b273,1939-11-17,,999-95-7404,S99970493,X23814874X,Mr.,Mauro926,Connelly992,,,M,hispanic,south_american,M,Brunswick,744 Bayer Brook,Eden,New York,14057
eacd29bf-ae01-4dc4-a059-d5f31b8eb7a8,2018-06-21,,999-96-5963,,,,Meri607,Shields502,,,,white,german,F,Tarrytown,486 Davis View,Niles,New York,
f898fa5d-e1cd-4359-9945-6c6a507d7de7,2000-09-28,,999-13-8962,S99950742,,,Terina405,Wisozk929,,,,white,english,F,Buffalo,512 Wiegand Tunnel Unit 57,Poughkeepsie,New York,12601
168c91ef-2383-4397-a70d-1af882727554,1968-05-15,,999-21-6653,S99961027,X28383476X,Mr.,Gary33,Nolan344,,,M,white,german,M,Spring Valley,998 Nolan Burg Unit 64,Wheeler,New York,
8c695309-5ed9-45ba-a163-4e27c44b059a,1983-11-20,,999-29-4415,S99957474,X85397730X,Mrs.,Verónica383,Barrios478,,Bravo546,M,hispanic,puerto_rican,F,Utica,670 Dickinson Ville,Yorktown,New York,
28de5b8d-db66-474e-8e8f-9a10d82ee890,1919-11-29,2012-08-04,999-62-4394,S99925658,X17520703X,Mr.,Tracey100,Quigley282,,,M,white,german,M,Newfield,397 Runolfsson Rue Suite 81,Buffalo,New York,14201
fe5520b1-a79a-4508-91dd-1afd318c30ff,1979-12-20,,999-38-2254,S99921402,X88706526X,Mr.,Pablo44,Mann644,,,M,white,german,M,Rome,1037 Dibbert Quay,Troy,New York,12180
8e8f1b63-46cf-4415-ab7c-002def372c72,1918-12-11,1998-08-02,999-52-7512,S99987755,X63349689X,Mr.,Fred155,Hirthe744,,,M,white,french_canadian,M,New York,1013 Cummerata Terrace,Syracuse,New York,13120
e0831583-407c-48b9-a360-c4b98c25ed31,1993-03-25,,999-14-6552,S99962355,X82444978X,Mr.,Carroll471,Pfeffer420,,,,white,polish,M,New Castle,388 Simonis Ferry Unit 55,Jordan,New York,13080
d5986e2a-539a-4aee-852d-be9558b9af4d,1953-09-01,,999-90-2846,S99998559,X33437529X,Mr.,Erik495,Kling921,,,S,white,scottish,M,Brookfield,240 Homenick Run,Wilton,New York,
dd997331-152a-4e20-8e4b-7f7a0dc1cc12,1963-10-10,,999-90-9503,S99930273,X22266024X,Mrs.,Vina438,Koch169,,Macejkovic424,M,white,german,F,Port Chester,945 Fahey Road,Greece,New York,14626
c25bbad1-3b74-4968-90f3-0643c745c027,2004-04-21,,999-92-2747,,,,Hong136,Trantow673,,,,white,english,M,Lindenhurst,122 Ryan Gate Apt 54,Avon,New York,14414
3953d6a1-9a59-455b-955b-6c5f99ecaee2,2009-12-07,,999-60-3017,,,,Reggie481,Fahey393,,,,white,italian,M,Rhinebeck,614 Gulgowski Byway,New York,New York,10001
4fd6c055-c9ae-4c5e-bac3-8eb4e7b799ea,1978-09-13,,999-10-7596,S99979511,X39099396X,Mr.,Tyler508,Hills818,,,M,black,west_indian,M,Clyde,650 Larkin Street Apt 10,Clarence,New York,14031
76f0bbd3-ae75-4ac7-9a0c-18ce4d6c43f8,1949-07-07,2011-04-21,999-95-8352,S99981452,X42434760X,Mr.,Fernando603,Menchaca276,,,M,hispanic,puerto_rican,M,Broome,785 Braun Tunnel Unit 58,New Rochelle,New York,10538
a4db81f8-f16e-4fe7-82fe-30d26f4d9a7f,1998-05-17,,999-18-7808,S99918243,X24960240X,Mr.,Ozzie259,Jones311,,,,white,irish,M,New York,637 Welch Junction Apt 34,Conesville,New York,
9ccf822e-f781-4db3-b6ab-d0ee87e335ed,1987-08-26,,999-99-3321,S99989614,X71761308X,Mr.,Josiah310,Goyette777,,,M,black,west_indian,M,New York Mills,594 Nicolas Passage,Stony Point,New York,10980
9de3c080-8018-402f-a40c-42eb0780e160,1985-09-21,,999-82-8719,S99912572,X2324290X,Mr.,Micah422,Olson653,,,M,white,french_canadian,M,New York,526 Reilly Ramp,New York,New York,10001
849c14e4-8a2f-4a8b-a46f-db474861f594,1919-11-29,1982-04-24,999-39-9981,S99940704,X79174431X,Mr.,Renato359,Dietrich576,,,M,white,german,M,Somers,688 Walter Light Apt 45,Buffalo,New York,14201
5202c6b8-b7c3-4e1c-a4a0-20faf3d938ba,2003-04-20,,999-65-9174,,,,Freida957,Anderson154,,,,white,italian,F,Somers,986 Torp Neck Unit 94,Troy,New York,12180
69dda201-1798-44bd-80c8-6abed657eab3,1918-12-11,1991-05-01,999-89-4245,S99990792,X58147913X,Mr.,Perry780,Roberts511,,,M,white,french_canadian,M,Greece,402 Maggio Viaduct,Syracuse,New York,13120
3f8032ef-3bbc-4f70-868c-085da2419de1,1962-07-23,,999-34-4717,S99938573,X8737077X,Mr.,Russell422,Labadie908,,,S,hispanic,puerto_rican,M,New York,839 Boyle Terrace Unit 83,Troy,New York,12180
7d6df8d2-4428-4e91-9afa-cc6116e1e4f9,1960-04-30,,999-21-4647,S99939403,X67087830X,Mrs.,Magdalena964,Chapa957,,Rendón540,M,hispanic,puerto_rican,F,Newburgh,918 Balistreri Underpass,Hyde Park,New York,12538
4416ae2c-e22f-4bb1-9840-c7eb8192aadf,1949-07-07,,999-93-5680,S99961804,X79778450X,Mr.,Carlos172,Tórrez28,,,M,hispanic,puerto_rican,M,Buffalo,1048 Block Parade Unit 9,New Rochelle,New York,10538
8155a6c7-ea4d-42ff-afa3-c3b0f0d9e6da,1919-11-29,1975-09-20,999-40-5810,S99914821,X63605012X,Mr.,Cornelius968,Homenick806,,,M,white,german,M,Syracuse,658 Mraz Rapid,Buffalo,New York,14201
45098183-f557-4055-933c-5629b49cf497,1950-10-29,,999-68-8659,S99962012,X49533869X,Mrs.,Palma671,Yost751,,Thompson596,M,white,german,F,Rockville Centre,1015 Volkman Underpass Suite 4,Newburgh,New York,12550
06e6817d-b71b-4f4b-be50-be605363f1f4,1937-02-11,,999-91-3299,S99927962,X14108048X,Mr.,Galen747,Jones311,,,M,white,irish,M,Kent,452 Boyle Camp Unit 61,Horseheads,New York,14845
64601e37-f777-45e5-8a47-eaf681744167,1918-12-11,1970-08-26,999-98-5995,S99999545,X11966793X,Mr.,Giovanni385,Schaden604,,,S,white,french_canadian,M,Shawangunk,607 Braun Trailer Suite 42,Syracuse,New York,13120
1730befa-a1c8-42f3-8dcf-3b443abdc8ff,1995-08-14,,999-91-8374,S99963578,X89934734X,Mr.,Shon148,Lesch175,,,,white,portuguese,M,New Windsor,128 Ondricka Center Apt 90,New York,New York,10001
aebc306d-aecb-44bb-aee8-e0b30904fe81,1983-09-06,,999-47-4438,S99932451,X34546565X,Mr.,Marco578,Zemlak964,,,M,white,irish,M,Riverhead,137 Herman Village Unit 72,Floyd,New York,
bbd1f2ef-58fd-4051-b630-8818392e40c6,2010-12-24,,999-53-3920,,,,Alecia465,Koss676,,,,black,african,F,Syracuse,211 Crooks Mall Suite 18,Mamaroneck,New York,10528
50ac1a1b-44b0-4814-aeed-0afb2c763420,1944-02-03,,999-92-3753,S99935231,X28529908X,Mr.,Andres25,Muller251,,,M,white,english,M,New York,289 Hickle Wynd Unit 14,Richmondville,New York,12149
172b2fd0-df77-44d0-a12c-424b1f88ae3b,1949-04-27,1974-09-04,999-55-2261,S99936867,X32549267X,Ms.,Coleen678,Jacobs452,,,,white,irish,F,Mastic Beach,408 Kunde Skyway Suite 2,Northport,New York,11768
ef4f81d0-db28-401f-89bf-845cb52e8e19,1997-04-26,,999-40-5503,S99947324,X44372227X,Ms.,Jonell764,Torphy630,,,,white,english,F,New York,796 Cremin Course,Buffalo,New York,14201
daa25287-c00a-4a1c-bac8-dcb0943f9f0e,1977-12-24,,999-29-8285,S99978878,X59543398X,Mr.,Henry768,Simonis280,,,M,white,irish,M,Clarence,691 Batz Mall Suite 80,Mount Vernon,New York,10550
b318e7f2-e0f4-4f5d-b3b7-49b7ddf05812,1987-06-24,1990-09-12,999-48-6466,,,,Dario75,Greenfelder433,,,,black,west_indian,M,Buffalo,672 Miller Drive Apt 31,Mount Vernon,New York,10550
caf485f8-1aeb-4217-b80f-721c2259e3ed,1919-11-29,1980-06-07,999-70-7348,S99974919,X48879801X,Mr.,Dusty207,Jacobs452,,,M,white,german,M,New York,100 Kessler Promenade,Buffalo,New York,14201
51149483-5a93-4c85-a0ff-f87d0aa3e22a,1948-12-11,,999-96-5697,S99940147,X8188168X,Mr.,Nestor901,Reynolds644,,,M,white,french_canadian,M,New York,801 Parker Gateway,New York,New York,10001
d1fe9924-eed5-478e-8d85-f68ea39eb15b,1987-06-24,,999-88-2448,S99965746,X83373090X,Mr.,Armand155,Rowe323,,,S,black,west_indian,M,Crawford,177 Bailey Boulevard,Mount Vernon,New York,10550
9388c5d8-7182-4a30-ad7d-0a93fab3aa78,1918-12-11,2002-03-04,999-79-8532,S99919372,X33127968X,Mr.,Vaughn909,VonRueden376,,,M,white,french_canadian,M,Niskayuna,1039 Hegmann Quay Suite 61,Syracuse,New York,13120
ac969e52-ab6f-415d-ab85-dd58bb83adc4,1958-07-10,,999-26-1335,S99954926,X13483463X,Mrs.,Farah862,Corkery305,PhD,Ernser583,M,asian,asian_indian,F,Elmira,1048 Prosacco Mill,Jasper,New York,
454f5115-c27d-4b5a-8e36-f94d56cceec3,2003-07-20,2005-10-30,999-43-8513,,,,Nicolas769,Medhurst46,,,,white,american,M,Northport,306 Lueilwitz Camp Unit 40,Dobbs Ferry,New York,10522
f6baf383-ae6e-4873-997c-9155996df82a,1947-11-22,,999-71-2619,S99951962,X9140422X,Mrs.,Sheba703,Yundt842,,Sanford861,M,white,swedish,F,New Hyde Park,942 Wilderman Avenue Apt 52,Georgetown,New York,
a5da931f-791c-421b-afa7-fc57d08c5b49,1949-04-27,2014-06-04,999-29-4690,S99950351,X8373743X,Mrs.,Shantay950,Christiansen251,,Reynolds644,M,white,irish,F,Washingtonville,568 Simonis Flat Unit 36,Northport,New York,11768
5d1a82eb-962f-4232-8e31-28997ed41bf4,2003-07-20,,999-67-7265,,,,Gregorio366,Lind531,,,,white,american,M,Chili,241 McCullough Fork Unit 81,Dobbs Ferry,New York,10522
264bc396-df53-4977-8213-ec966ea3812d,2001-10-22,,999-89-2823,S99950304,,,Violette536,Goyette777,,,,white,english,F,North Salem,392 Harvey Bay,Tonawanda,New York,14150
